rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id,blocking_number
1740,benjamin,egan,5,mcelhone court,,tin can bay,7019,vic,19150103,29,08 11870687,4927114,6
1981,jacinta,king,18,temperley street,,chester hill,7306,nsw,19710410,24,02 93689010,4261049,8
3830,matthew,slape,9,lawrence close,,chinchilla,5125,tas,,28,02 38200279,3634687,0
1871,benjamin,ikic,1,woodgate street,,harvey,2094,qld,19000214,31,04 26973087,3545730,4
441,lucf,flanagan,3,rennie street,pleasant views,wheelers hill,4211,qld,19360820,30,07 52499090,8689811,5
830,scott,foreman,63,dooring street,,bull creek,2486,vic,19110830,25,04 04502090,9312372,0
4881,jye,montin,24,,,hampton park,3023,,,33,03 69098337,7948647,6
4081,xepheren,purton,32,marcus clarke street,,watchupga,5087,nsw,19290102,37,07 50117979,1825683,6
3511,ethan,kign,60,bushby place,,nicholls,3720,sa,19790722,38,07 80642256,7582746,9
471,cooper,halds,24,carpenter close,,waitara,2578,nsw,19631008,44,04 98243278,5907968,3
631,nathan,graziltin,20,bonython street,,coffs harbour,2232,qld,,,,5593021,5
810,kadin,fogg,,heagney crescent,,upper orara,2170,nsw,,19,03 91607216,4966325,3
4680,mia,hubbard,8,carslaw street,pinehurst,hobart,2021,vic,19160526,30,08 80420858,2214473,6
730,sophie,kilgallon,138,mcclintock street,,reservoir,4620,wa,19810428,25,02 29366278,5637662,0
1710,josephine,eva,5,dumas street,,south strathfield,3188,nsw,,,07 53183498,9519165,3
4970,georgia,anderson,16,clive steele avenue,mimosa,bassendean,2138,qld,,24,03 32873730,9499904,1
1001,beau,fitzsimons,363,burdekin street,cooltah dairy,riverton,2350,nqw,19771031,32,04 97168619,3013908,4
4040,holly,otieno,7,cockle street,ravenscraig,gympie,2066,nsw,19420627,26,08 39007552,2305502,4
1940,emiily,dunning,48,croton street,bundaberg specialist centre,woodcroft,2023,,19810110,24,02 77254694,6093453,3
3300,joshua,styles,23,pankhurst crescent,cheshire,cherrybrook,6030,vic,19050920,22,07 14974315,4324621,9
1160,brooke,collins,14,badham street,,leichhardt,3765,wa,19061002,35,07 75186419,1151075,1
3571,riley,thomsen,45,broadby close,,cowaramup,2075,vic,19140930,37,04 82146946,2173095,7
3520,emiily,glover,8,mather street,wattle valley,west woodville,4226,nsw,19600328,28,04 33371405,9001382,3
1501,samul,slattery,141,martley circuit,,ingleburn,2611,qld,19961128,20,02 65895918,4510636,9
2420,jayde,hood,43,vagabond crescent,,inverell,3202,tas,19381119,22,02 02753094,9897671,5
2210,brooke,,4,ridley street,,morisset,6432,qld,19210621,24,04 26109294,7828545,9
2870,harry,grundel,20,jaeger circuit,bellview,applecross,6020,nsw,19781128,29,03 57842506,2398974,3
3330,mark,kirwan,11,powlett street,mayberry farm,hurstville,2209,nsw,19060608,32,02 25321891,5637267,8
1121,marcus,paradiso,431,alexander mackie circuit,,lidcombe,2161,nsw,,,02 54473348,7362202,3
3140,max,dyer,31,marconi crescent,langa court,penrith,2229,qld,19400704,,03 52044911,3420599,7
461,miranda,eark,215,jardine street,,oatley,5038,vic,19520128,28,08 76239674,2320989,8
01,chloe,lane,214,gellibrand street,,dingley village,2095,wa,19230702,,07 59659513,6364326,0
2981,alannah,wilson,120,reed street,,o'connor,,sa,19730402,,03 81385861,9166462,7
2481,talia,lapuz,27,,,prospect,5050,nsw,19760901,37,08 74261323,3151606,4
661,emiiy,hawke,81,sternberg crescent,jessfield,blacktown,4350,qld,19040404,22,07 47348328,5579095,9
4770,cooper,sistea,16,edmond close,kalimna,stanmore,2530,nsw,19680523,36,04 47247155,1001230,7
1270,gregory,bateman,25,toona place,,lithgow,2456,nsw,19670104,28,03 45085028,5102172,8
2050,cooper,rogers,11,wilkins street,,dubbo,6061,sa,19660131,39,03 08002511,8674288,9
3040,thomas,rawlings,31,stretton crescent,,west hobart,3046,tas,19460407,34,04 91958709,2227326,0
1930,jassim,berry,61,hillebrand street,,maroochydore,2611,vic,19460224,33,02 79448976,9537270,6
3600,eva,eldridge,20,halfrey circuit,gainsbury (cnr waldegrove r road,belrose,2049,qld,19341203,30,04 46694016,5586336,7
1311,lucy,wescombe,14,sugarloaf circuit,,sandstone point,5069,qld,,28,07 22065181,2907321,2
4260,simone,leaney,140,mckeahnie street,,boronia,4819,qld,19240304,37,02 94035315,8145030,9
2001,liam,heffernan,150,,,scamander,6064,qld,,35,07 38976406,3756150,8
691,courtney,correll,20,mcmillan crescent,,mosman,3134,wa,19700118,,02 97588296,1156436,8
3871,harrison,vogt,18,,,sunbury,2320,,,,,5475940,4
690,courtney,correll,22,mcmillan crescent,,mosman,3134,wa,19700118,,02 97588296,1156436,8
3841,erin,mccullagh,2,illingworth street,,kingstrove,2221,nsw,19421107,,03 35180184,1998200,4
4851,nick,strachan,16,cromwell circuit,coolalie,werribee,3029,qld,19840707,36,04 91336295,9058774,1
3530,lucas,little,169,paul coe crescent,,mount hawthorn,2871,qld,,,04 31934236,6841307,1
501,jacob,johnson,170,boustead circuit,,craigmore,3666,vic,19010222,32,03 55873497,6073143,0
4760,annabel,oakes,21,bentham street,ballandoon,toodyay,4065,nsw,19700515,,03 59029371,9836068,7
720,jacqueline,haigh,2,beasley street,,oxenford,3938,qld,19400101,29,08 80215921,3740529,3
1210,alexander,mcginity,15,howie court,briarlea,greta,3337,nsw,19370419,,03 07726295,1109874,6
1530,jack,sewerle,74,curtain place,locn 1862,silvan,4007,vic,19391215,20,03 71103021,5568498,4
2130,jacob,paton,68,alarmon crescent,,bellara,2021,nsw,19950701,28,02 72673237,2469595,5
540,bailee,thomas,7,badimara street,westfield shoppingtown,castle hill,4170,tas,,33,08 16692707,3401032,2
4611,kenneth,lews,603,florence taylor street,,ashmore,3218,sa,19120309,,03 04877177,4361925,1
3910,emiily,scott,,nangor street,,hornsby heights,3189,vic,19260621,27,08 09580100,7022076,0
1631,joel,bartsch,38,namadgi circuit,,broulee,2222,nsw,,31,07 20963285,2172969,4
3120,d'arcy,silcox,4,guthridge crescent,,berwick,3016,tas,19520729,21,07 32467214,8279983,8
600,caitlin,bruty,548,clive steele avenue,,port augusta,2322,qld,19921019,31,,2913484,9
3590,ridley,reeves,23,mortlock circuit,,denison,3777,nsw,19990807,,08 01089062,6741952,5
2851,elly,tarud-kuborn,116,,,warnbro,3123,nsw,19860524,,02 03516562,7654919,1
121,emiily,rumney,46,learmonth drive,,windsor,2446,nss,19320826,36,04 05410406,3263628,0
1521,jake,wilson,18,altson circuit,,mapleon,6110,vic,19820120,27,03 95789465,7532446,8
2651,kyle,marshall,895,sanderson close,,fairfield heights,3022,vic,19181109,30,07 96693510,2274407,9
1190,zach,toulantas,19,lynch street,,dianella,3163,vic,19751024,24,04 69354326,1348816,7
2960,max,langdon,20,madigan street,lucaya,blackmans bay,3084,nsw,19930520,,02 21206495,9942926,7
1011,phillip,dohnt,10,bastin place,,walch,2099,sa,19271001,24,04 26514471,9329530,1
2161,sa,walden,29,fullagar crescent,box farm,biggera waters,3021,vic,,32,08 35573836,6599374,2
3881,holly,johnson,21,gatton treet,peak downs mine,bayview,5012,vic,19781127,32,,8199458,8
4231,danienle,filipi,8,holden crescent,wymea park,warrnambool,2289,,19310115,,08 29275636,3960338,7
2370,michael,mason,9,chipperfield circuit,,,5049,nsw,,35,02 22296931,2767665,7
4480,kaysey,pastore,8,terewah circuit,,floreat,2250,nsw,19640618,30,02 69876169,7532003,4
470,cooper,hales,24,carpenter close,,waitara,2578,nsw,19631008,44,04 98243278,5907968,3
2871,harry,grundel,20,jaeger circuit,,applecross,6020,nsw,19781128,29,03 57842506,2398974,3
890,jenna,packer,12,jaeger circuit,,thomastown,3000,nsw,19210530,26,07 46813083,8507221,5
1161,brooke,collins,14,badham street,,leicharot,3765,wa,19061002,35,07 75186419,1151075,1
1951,thomas,edwards,34,fergusson crescent,,mitcham,2100,sa,19030113,24,04 88348589,4944516,7
1191,zach,toulantas,19,lynch street,,dianella,3163,vci,19751024,24,04 69354326,1348816,7
4890,alexandra,,12,crichton crescent,,albert park,3461,wa,19221210,,04 00294100,8599477,9
3570,riley,thomsen,45,broadby close,,cowaramup,2075,vic,19691113,37,04 82146946,2173095,7
3690,charlie,marwaha,27,luxor,,browns plains,2506,vic,19311123,35,03 29837823,6595998,1
2830,leah,sherlock,129,symers street,,charters towers,4720,,19921226,,04 03790660,5146743,8
1580,bianca,holland,15,tooma place,,tewantin,2650,nsw,19080411,37,03 50457686,3247245,6
2670,madison,higgins,1,,rosedale,pooraka,3564,,,27,02 37051811,9062353,7
210,harrison,jacobsen,6,sinclair street,,shepparton,2787,qld,19731024,30,08 20856681,5968525,7
4821,caitlin,serk,7,james street,,,2627,vic,19991128,26,03 98623059,7212075,0
3640,charlotte,deboer,22,dexter street,coralyn,buderim,3215,nsw,19690628,39,07 32310980,4600852,6
2171,olivia,miels,55,bingle street,,ashwood,5291,nw,19830910,,07 37549876,8572402,6
2251,sean,radonc,3,bambridge street,medical centre,dardanup,3175,qld,19240405,24,08 50399206,3160818,2
4411,jared,o'neil,52,poynton street,cameroo,kambah,2026,qld,19460712,26,04 37750011,6770861,5
2470,emiily,stitt,22,federal highway,,toowoomba,3021,,19940101,29,07 27192714,3982035,5
191,dillon,wellstead,38,priestley place,,wentworth falls,3012,sa,19900822,24,03 07864792,5178930,4
2000,liam,heffernan,150,,the potteries,scamander,6064,qld,,35,07 38976406,3756150,8
130,gianni,parletta,23,currey street,anglewood,wilmington,0820,nsw,19460701,31,04 02309483,8937453,2
2751,thomas,,39,tiegs place,,berwck,3355,nsw,19881201,30,04 15775523,1974785,2
2520,mia,koop,11,buller crescent,,pymble,2429,nsw,,37,08 28818800,5906054,2
4460,,woodward,6,dookie street,brahman stud,wauchope,3629,nsw,19801129,38,08 61635453,5032081,5
4990,joel,scarman,4,blackburn street,weetah cottage,berkeley vale,2144,vic,19730623,,04 36138433,5986456,7
3561,james,levex,48,meares place,spencers brook,winston hills,2780,qld,19560218,23,07 16411905,4668376,9
1820,mikayla,elding,21,marsden street,pindara medical centre,rowville,2641,vic,19390504,35,03 98308727,5165520,0
4940,lynton,bunder,109,myles connell crescent,the dome,edithvale,2022,nsw,19030313,19,02 74215744,5026336,8
3111,deayn,bond,59,hicks street,,wagga wagga,5290,qld,19511118,27,02 89526067,9201130,1
2621,daniel,burkhrdt,118,ina gregory circuit,myrtle vale,moonee ponds,4310,nsw,,24,07 43212084,6412554,2
4681,mia,hubbard,8,carslaw street,pinehurst,hobart,2021,,19160526,30,08 80420858,2214473,6
4360,dale,rowley,14,,thornbury house,wudinna,3015,vic,19000418,32,02 10026051,8941994,3
4800,,churchley,22,maitland street,,hornsby,3393,nsw,19810303,28,,6020264,8
2780,zachary,stanford,4,wybalena grove,sect 341,beechworth,6028,nsw,19110830,24,03 07161761,2611651,3
3250,jackson,excell,20,railway street,,derby,2096,vic,19670110,,03 95875801,2476003,1
951,brooke,weir,127,leahy clbose,villa 27,mermaid waters,3028,tas,19460205,26,04 57712037,3492857,1
3951,kailey,david,35,mckillop circuit,blueberryfarm est,templestowe,2161,tas,19741230,,03 47462084,1830017,7
1200,kelsey,o'sullivan,3,gratwick street,memorial vlge,carlton north,2088,vic,,,04 51679372,2712615,2
2081,jessica,dowd,28,aspinall street,,aldinga beach,3181,bsw,,25,,2481294,4
1441,samantha,arnall,14,henslowe place,,,3142,nsw,19340724,25,08 87181269,4896504,4
3421,ella,edwards,4,noble place,,red cliffs,2731,qld,19480924,35,07 59525524,3893340,3
190,dillon,wellstead,38,priestley place,mellour court,wentworth falls,3012,sa,19900822,24,03 07864792,5178930,4
2440,paige,martin,37,hakea crescent,,new norfolk,4215,tas,19140830,33,07 35310328,4148387,5
2911,tiana,freeman,39,barnesplace,riverlnds village,corryong,3198,vic,19040202,,04 59204166,7117095,8
560,holly,beck-clark,14,giles street,,chadstone,3215,nsw,19330130,30,08 47672606,2962472,8
3291,jesse,montgort,11,findlay street,albany creek exch,ashfield,3185,vic,19060912,,,7537308,5
920,oliver,arunachalam,12,dowsley place,grange house,gilgandra,2333,,19190322,,03 12889176,3379208,4
530,takeisha,aylett,28,whatmore court,kangaroo flat,norman park,2264,qld,19950217,26,08 06126265,4597310,9
3820,monique,quick,24,hawker street,,mount warrigal,4007,qld,19380710,28,08 80700019,3935039,0
3691,charlie,marwaha,27,luxor,,browns plains,2506,vic,19311123,35,03 29837823,6590998,1
160,jordan,ferguson,34,maddison close,,kariong,3073,sa,19330923,25,02 62947262,1524896,7
1000,beau,fitzsimons,363,burdekin street,cooltah dairy,riverton,2350,nsw,19771031,32,04 97168619,3013908,4
3660,timothy,soave,215,hugh mckay crescent,p m cottage,narrogin,3498,,19850403,24,08 58939481,6873138,8
3011,charlize,roche,1067,mimosa close,,woree,2263,vic,19470921,27,02 91989727,4257974,9
4441,jordan,garcia,14,zox circuit,,seaham east,2528,nsw,19480309,,07 57990617,8694139,8
3481,madison,roach,100,carnall close,the pines,palmerston,4810,vif,,27,08 29628216,4318643,9
1671,jamie,brennan,53,bass garden,adelene court,tatura,2107,vic,19370102,39,03 99989978,6464156,1
721,jacqueline,haigh,22,beasley street,,oxenford,3938,qld,19400101,29,08 80215921,3740529,3
4301,jye,mcfee,52,duffy street,,geelong east,4132,,19170516,,07 79365739,6953978,3
4470,eliza,heerey,3,kavel street,parrish,johns river,4108,,19490429,22,03 84031478,3400110,6
3340,phoebe,lewis,2,wyatt street,,north gooburrum,2575,nsw,19290212,25,,9963973,3
2480,talia,lapuz,27,,,prospect,5050,nsw,19760901,37,08 74261323,3155606,4
291,michael,allie,40,barton highway,con crowley village,robivale,3162,vic,19690605,25,,2215409,0
2800,teagan,davies,32,beal place,,tooloom,4105,sa,19681020,31,04 13247517,2381608,0
2521,mia,koop,11,buller crescent,,pymble,2429,nsw,,37,08 28818800,5906034,2
3870,harrison,vogt,18,,,sunbury,2320,,,,,5475945,4
3631,,mcglssson,22,atkinson street,,wantirna,2262,vic,19240423,34,03 90362025,7420176,6
90,jarryd,howard,21,bimberi crescent,,south yunderup,3765,vic,19170728,,08 12275283,4785647,0
1331,georgia,hunter,3,caley crescent,,davidson,3357,vic,19730122,40,08 64038149,9650075,1
3181,teesan,notley,4,clark close,,charters towers,2827,nsw,19380601,35,03 67373058,2516426,1
3390,thomas,miles,5,mainoru place,,red hill,3250,nsw,19360107,,07 55898928,6670459,8
2540,ainsley,ward,24,boehm close,,durras lake,4211,vic,19350217,,02 18060880,7552082,7
2560,jett,wiffen,4,berrell street,,karrinyup,2707,wa,19371128,35,08 13460226,8362691,7
440,lucy,flanagan,3,rennie street,pleasant views,wheelers hill,4211,qld,19360820,30,07 52499090,8689811,5
41,timorhy,muller,82,lanley square,,rossmoyne,2099,nsw,19120722,29,07 92316806,5328658,7
2270,trent,sulzberger,1,wanganeen avenue,,gympie,6026,sa,19421226,,04 56191928,7964959,9
2450,jordan,mitchell,,rosman circuit,,gloucester,3272,tas,19081029,25,08 10063537,5667131,8
2920,bayden,drenth,47,augustus close,,hallett,2358,nsw,19270409,25,02 45939003,9796589,5
311,jessica,allen,83,yantara street,,cremorne,2502,vic,19840824,,07 33700863,8130674,1
1340,courtney,lewis,1,priddle street,,invermay,2750,nsw,19280304,35,03 13763686,5472497,2
3911,emiily,scott,,nangor street,,hornsby heights,3189,vic,19260621,27,02 62412618,7022076,0
4340,amber,reichelt,109,staaten crescent,,ambleside,2650,nsw,19830324,35,03 10860556,9030806,8
4880,jye,montin,25,,,hampton park,3023,,,33,03 69098337,7948647,6
2090,montana,edson,19,currong street,,halifax,2090,,19620712,33,02 29414773,1597960,6
2750,thomas,,39,tiegs place,,berwick,3355,nsw,19881201,30,04 15775523,1974785,2
40,timothy,muller,82,lanley square,,rossmoyne,2099,nsw,19120722,29,07 92316806,5328658,7
4810,alexander,burge,146,horsley crescent,kingscliff veterinary clinic,bray park,3182,nsw,19720510,28,03 78499334,6759454,5
910,xavier,chrysanthou,9,strzelecki crescent,,coleambally,6210,act,,,07 65919077,1725723,2
1411,erin,bernhard,116,dooring street,,redcliffe,7268,sa,19270024,24,08 96000474,1307591,5
3141,max,dyer,31,marconi crescent,langa court,penrith,2229,qld,19400704,,03 52044911,5687606,7
3271,jasmine,watts,2,ennor crescent,,cockatoo,4128,s,19720620,31,07 57904381,6857601,4
2170,olivia,miels,55,bingle street,,ashwood,5291,nsw,19830910,,07 37549876,8572402,6
3331,mark,kirawan,11,powlett street,mayberry farm,hurstville,2209,nsw,19060608,32,02 25321891,5637267,8
881,nathan,wright,22,ringrose crescent,,bobya,2904,nsw,,31,,4294965,6
320,chantelle,finch,20,aitken circuit,,frankston south,2225,qld,19271021,32,,6072899,6
3780,shannon,sullivan,50,durack street,,castle hill,4211,qld,19721209,,08 08828883,9794635,1
4620,mackinley,pitfield,77,chippindall circuit,locn 12146,montmorency,4510,wa,19440926,25,08 60049956,1030179,0
2761,chelsea,delany,26,rossarden street,aprt 18 the village,mount waverley,2000,,19740191,32,07 59095260,7348339,6
2691,yasmin,moller,29,guthridge crescent,whurlie stn,underowod,4213,,19880915,28,02 56909959,3390912,0
2400,phoebe,hagedorn,64,chandler street,araluen,kedron,2303,qld,19901213,,04 33250791,3109954,8
4280,nacoya,braunack,19,mitta place,sunny valley,tempe,3083,sa,19710318,29,03 68648986,8677871,9
901,erin,shay,,cumpston place,,broadwatcr,3162,wa,19740405,30,04 90091141,1653555,6
1170,jackson,crane,129,mcvilly close,,innisfail,2795,qld,19760811,23,03 45454138,9048573,6
2550,zachary,kanhanouvong,7,healy place,belmont cottage,northam,4133,nsw,19701031,16,07 65472979,9818217,5
4290,konstantinos,ivory,27,knoke avenue,,bassendean,2341,sa,19301011,29,04 32398666,4520256,0
1291,ashleigh,alcock,1,brennan street,,st clair,4059,,19900811,34,,7255003,9
241,zac,stebbing,3,crossley close,,glen waverley,3071,nsw,19510709,33,07 26139670,5840989,0
4931,hannah,perkusic,15,victor place,caloundra garden,northwood,3452,wa,19330903,28,08 87478331,6112665,0
3971,lachlan,elliott,,barlow street,,minyip,3340,nsw,19800214,30,03 90723006,1525450,6
4921,mathew,knight,8,maccallum circuit,,narre warren north,4415,qld,19350606,25,08 35106234,7614593,3
4310,shelby,piscitelli,243,leven street,orana,cobram,4352,nsw,19770209,31,04 04557273,4530599,5
4930,hannah,perkusic,15,victor place,caloundra garden,northwood,3453,wa,19330903,28,08 87478331,6112665,0
1110,james,ditty,23,crozier circuit,,leichhardt,2041,vic,19700511,,04 03372386,8789607,6
4540,harley,windebank,2237,ewart street,hse 187,bannockburn,2156,,19051023,,02 56433476,9074006,3
251,damien,gavallas,1,clem hillqstreet,,swansea,7250,qld,19930809,,08 32985570,1474516,2
4070,abbey,jacobson,1116,proby place,,melbourne,2038,vic,19970513,,07 33596173,8370934,2
541,bailee,thomas,7,badimara street,westfield shoppingtown,castl hill,4170,tas,,33,08 16692707,3401032,2
1531,jack,sewerle,74,curtain place,locn 1862,silvan,4007,vic,19130224,20,03 71103021,5568498,4
3150,andrea,hastings,172,lennon place,,carramar,4213,nsw,,,02 96768845,3888412,0
821,ella,lamprey,17,totterdell street,emuview,wishart,4700,nsw,19860911,23,02 84680392,7829910,1
11,gabriella,,12,milford street,,dakabin,2227,vic,19600115,38,04 81631418,4841193,6
980,finn,,3,fitchett street,,jan juc,5453,nsw,19110810,26,03 21861005,3612425,6
2350,jayden,coulthard,25,alexander street,lazy acre,warilla,4226,qld,19500721,37,07 43447196,3069764,4
2110,callum,delany,26,benson crescent,balanie,higgins,4035,,19970123,30,07 96477091,9808265,9
1320,ryan,flynn,12,paterson street,edina park farm,auburn,2449,,19780319,25,03 81607085,7401697,5
1481,jessica,white,36,david street,,bathurst,7320,vif,19891121,26,03 09269170,9122118,6
2570,toby,pedersen,46,garrad court,carinya,caulfield south,4519,nsw,19250719,27,04 10864036,5818205,0
1970,sophie,lethbridge,25,lincoln close,,oakleigh,3166,nsw,19140425,32,08 57586003,5415029,8
4101,chatlie,warhurst,80,mokoan place,glenwood,capalaba,3152,nsw,19821016,22,02 59372247,5504186,1
3031,fraser,clarke,48,helemon street,,hendon,2094,,19871219,,04 88449306,2037078,0
3720,isabella,butler,23,fisk street,nareen garden,nulkaba,2261,vic,19321122,25,02 59503268,8760755,3
2841,lachlan,macor,178,andado place,,mitcham,6065,nsw,19301106,27,03 92518694,8141677,6
4711,emiily,wylws,29,kardang street,,laverton south,6076,qld,19000405,27,03 98569427,1349336,5
3990,coby,petras,28,allara street,henry kendall village,caulfield south,5109,vic,19360831,32,08 41458954,4466389,2
831,scogt,foreman,63,dooring street,,bull creek,2486,vic,19110830,25,04 04502090,9312372,0
4390,phoebe,paltos,42,kosciusko avenue,,dunsborough,3070,nsw,19960813,27,08 18690983,2063887,6
2311,william,miels,34,carruthers street,,llanmarth,2041,nsw,19911210,,07 76598603,5979560,1
321,chantelle,finch,20,aitken circuit,,frankstn south,2225,qld,19271021,32,,6072899,6
391,luke,pepper,10,hurwood place,gnalta,narrraweena,2170,nsw,,28,04 26483158,9319519,4
1791,pino,rogers,1,castleton crescent,dijoe station,highton,3187,qld,19280503,30,03 68220679,2262808,4
1051,aneka,wilson,73,wilsmore crescent,,sunshine,4017,vic,,37,07 66876335,8687391,4
1800,jacob,spilsbury,7,galbu place,lowan palms,ulverstone,2648,vic,19410913,,03 53537021,3644521,1
1721,michael,hookway,8,mountain crdeek road,rsde 261,westleigh,3133,tas,19611101,29,08 23841560,7515588,1
1421,lachlan-john,corby,17,astelia place,millamurra,vincentia,2153,qld,19392228,33,02 48225823,8261357,2
1130,hannah,richards,78,millhouse crescent,,buchan point,6028,nsw,,25,07 72108674,5429572,0
2200,cooper,blazevic,99,weavell place,broadlands est,,6147,vic,19640928,19,04 86518666,9818960,4
4561,cameron,o'brien,45,beilby place,tynedale cottage,tiaro,2324,vic,19821002,25,03 72748957,6948266,8
3121,d'arcy,silcox,4,guthridge crescent,,berwick,3016,tas,19520799,21,07 32467214,8279983,8
481,alex,ford,30,alli place,,neutral bay,5109,,19610501,31,02 75688768,5700975,1
4071,abbey,jacobson,1116,proby place,,melbourne,2038,vic,19970513,,07 33956173,8370934,2
4321,kaitlyn,tong,14,denny street,camboon,semaphore park,2160,qld,19640915,,03 52587229,3881343,1
4650,harvey,maclean,144,mackaness place,lyndoch,gladstone,6333,nsw,19920921,30,03 36156886,4505025,4
1770,zachary,blakemore,4,foskett street,,hawthorn,7320,wa,19150713,25,04 54265340,3498079,1
61,mikaela,nrs,36,beirne street,,raby bay,2160,nt,19990509,26,08 73958146,1057852,3
4531,harrison,greogry,23,irvine street,,,3345,nsw,19230423,30,04 53497259,7927611,8
1980,jacinta,king,18,temperley street,,chester hill,7306,nsw,19710410,24,02 93689010,4261094,8
1520,jake,wilson,18,altson circuit,,mapleton,6110,vic,19820120,27,03 95789465,7532446,8
4240,cameron,bergin,94,knaggs crescent,,freeling,2537,vic,19450822,,08 42831047,9690071,8
3840,erin,mccullagh,2,illingworth street,,kingsgrove,2221,nsw,19421107,,03 35180184,1998200,4
4771,cooper,sistea,16,edmond cose,kalimna,stanmore,2530,nsw,19680523,36,04 47247155,1001230,7
970,michaela,smith,1,davidson street,high nunnock,willetton,3089,nsw,19270904,37,02 94162438,5173769,1
1900,cameron,jankovic,26,wakefield avenue,airton,mount barker,3030,,19260816,39,07 81631854,4355071,8
2160,sam,walden,29,fullagar crescent,box farm,biggera waters,3021,vic,,32,08 35573836,6599374,2
911,xavier,chrysanthou,9,strzelecki crescent,,coleambally,6219,act,,,07 65919077,1725723,2
1751,connor,brown,198,jeffcotzt place,quantock,blackmans bay,2000,nsw,19850716,,,8466831,8
4500,isabella,johnson,121,wheeler crescent,long pointvia,warranwood,4855,sa,,23,08 45000866,6397180,0
3980,jacqueline,spartalis,12,hamelin crescent,flt 7,bowen,4034,act,19011113,26,07 10379276,8303646,7
4610,kenneth,lewis,603,florence taylor street,,ashmore,3218,sa,19120309,,03 04877177,4361925,1
4030,tasman,ward,4,fryans place,highland valley est,nerang,3631,nsw,19380915,36,08 89204293,1304200,4
1131,hannah,richarqds,78,millhouse crescent,,buchan point,6028,nsw,,25,07 72108674,5429572,0
1430,leo,goldfinch,5929,boobialla street,lynian,naremburn,2319,sa,19570423,,03 17915039,8557378,6
1020,lachlan,bradley,65,drysdale circuit,,bradbury,2196,vic,19730925,28,02 56840964,2958560,0
1250,abbey,griffith,7,macgregor street,brindabella specialist centre,burwood,2165,qld,19190615,26,03 54964733,4329964,6
4131,nathan,radin,176,gallagher street,yarra junction,reservoir,3912,qld,19509419,35,02 64019527,5019610,2
101,riley,,69,limestone avenue,,coombabah,4300,vic,19381006,32,02 82736226,5975454,4
2711,aimee,yates,2,fourth street,sunrise,balgowlah heights,2446,vic,,29,03 37451587,4753046,5
2680,emiily,treloar,86,longstaff street,,rye,2067,nsw,19861008,23,04 31252818,9771578,6
1760,alissa,drumgoon,159,pridham street,,phillip bay,2484,vic,19070516,25,04 65400025,4003461,1
201,,tyler,34,augustus way,port hikls,rosedale,2138,sa,19090910,27,08 48684725,7503478,0
4400,matilda,white,27,streeton drive,,st albans park,6148,,19021024,29,04 65934005,2608972,2
1060,harry,gallas,64,crisp circuit,,brighton,3073,nsw,19880826,,03 81299723,5297138,5
991,meg,virgin,15,a'beckett street,alloura waters vlge,wendouree,3106,vic,19251212,12,,3527459,3
891,jenna,packer,12,jaeger circuit,,thomastown,3000,nsw,19210530,26,07 46813083,8506221,5
1920,bailey,graham,9,bavay place,,oak park,3187,wa,19360617,22,02 84458954,6120575,2
3080,jacob,wragg,42,lewis luxton avenue,,corryong,3939,sa,19590427,30,04 46065424,2525720,5
3701,holly,hamer,14,stow place,,taylors lakes,2320,vic,,29,04 81969156,8791824,3
4151,noah,reynolds,100,drysdale circuit,,coolum beach,3084,tss,19920123,,02 96066797,8506346,7
2280,luke,perrey,4,priddle street,,fitzroy,6060,nsw,19890203,34,04 44205208,2395148,3
3110,deakyn,bond,59,hicks street,,wagga wagga,5290,qld,19511118,27,02 89526067,9201130,1
1361,abby,chapman,78,tanderra crescent,,cranbourne,2034,nsw,19020725,33,08 85456704,3677695,8
4021,lucy,palma,19,tauss place,lynwood,harriet,3269,vic,19639002,33,08 03042815,5365671,1
120,emiily,rumney,46,learmonth drive,,windsor,2446,nsw,19320826,36,04 05410406,3263628,0
780,luke,atkinson,13,campbell street,,allambee south,3556,nsw,,26,07 36295829,3969159,7
3890,gracie,gioffre,32,britten-jones drive,midlands terrace,bayonet head,2227,nsw,19580316,30,08 87237015,2541118,5
1150,elizabeth,hannavy,5,arabana street,,chadstone,5014,nsw,19520624,,03 35507178,1898151,0
2241,alexnder,rolke,11,mckillop circuit,,dundas,3878,qld,19920520,26,07 09128330,2638311,0
3851,alicia,roscrow,,deloraine street,,rooty hill,2810,vic,,37,08 23498461,7206311,4
2910,tiana,freeman,39,barnes place,riverlnds village,corryong,3198,vic,19040202,,04 59204166,7117095,8
1870,benjamin,ikic,8,woodgate street,,harvey,2094,qld,19000214,31,04 26973087,3545730,4
1370,april,szabo,32,torrens street,,hollywell,3066,nsw,19820705,32,,2786865,6
1471,maya,braihtwaite,61,bargang crescent,kanyaka,healesville,2620,nsw,,,07 74640455,7379891,1
1281,joel,durhma,296,kriewaldt circuit,,berriedale,4520,nsw,19770706,31,04 26033648,5964105,1
1061,harry,gallas,64,crisp circuit,,brightsn,3073,nsw,19880826,,03 81299723,5297138,5
2080,jessica,dowd,28,aspinall street,,aldinga beach,3181,nsw,,25,,2481294,4
3531,lucas,little,169,paul coe rescent,,mount hawthorn,2871,qld,,,04 31934236,6841307,1
551,lani,hrdalo,10,mattingley court,,karrinyup,3162,vci,19280306,34,02 83323945,6123535,2
